Rank,eBird Scientific Name 2019,Scientific Name
ssp,Macropygia tenuirostris borneensis,
ssp,Macropygia tenuirostris septentrionalis,
species,Macropygia phasianella,Macropygia phasianella
ssp,,
ssp,,
ssp,,
species,Macropygia rufipennis,Macropygia rufipennis
ssp,,
ssp,,
ssp,,
species,Macropygia nigrirostris,Macropygia nigrirostris
species,Macropygia mackinlayi,Macropygia mackinlayi
ssp,Macropygia mackinlayi arossi,
ssp,,
ssp,,
ssp,,
ssp,Macropygia mackinlayi mackinlayi,
species,Macropygia ruficeps,Macropygia ruficeps
ssp,Macropygia ruficeps assimilis,
ssp,Macropygia ruficeps engelbachi,
ssp,Macropygia ruficeps malayana,
ssp,Macropygia ruficeps simalurensis,
ssp,Macropygia ruficeps sumatrana,
ssp,Macropygia ruficeps nana,
ssp,Macropygia ruficeps ruficeps,
ssp,Macropygia ruficeps orientalis,
species,Reinwardtoena reinwardti,Reinwardtoena reinwardti
ssp,Reinwardtoena reinwardti reinwardti,
ssp,,
ssp,Reinwardtoena reinwardti griseotincta,
ssp,Reinwardtoena reinwardti brevis,
species,Reinwardtoena browni,Reinwardtoena browni
species,Reinwardtoena crassirostris,Reinwardtoena crassirostris
species,Turacoena manadensis,Turacoena manadensis
ssp,,
ssp,,
species,Turacoena sulaensis,Turacoena sulaensis
species,Turacoena modesta,Turacoena modesta
species,Turtur chalcospilos,Turtur chalcospilos
ssp,,
ssp,,
ssp,,
species,Turtur abyssinicus,Turtur abyssinicus
ssp,,
ssp,,
species,Turtur afer,Turtur afer
ssp,,
ssp,,
species,Turtur tympanistria,Turtur tympanistria
ssp,,
ssp,,
species,Turtur brehmeri,Turtur brehmeri
ssp,Turtur brehmeri infelix,
ssp,Turtur brehmeri brehmeri,
species,Oena capensis,Oena capensis
ssp,Oena capensis capensis,
ssp,Oena capensis aliena,
species,Chalcophaps indica,Chalcophaps indica
ssp,Chalcophaps indica indica,
ssp,,
ssp,Chalcophaps indica robinsoni,
ssp,,
ssp,Chalcophaps indica augusta,
ssp,Chalcophaps indica natalis,
ssp,Chalcophaps indica minima,
species,Chalcophaps longirostris,Chalcophaps longirostris
ssp,,
ssp,Chalcophaps longirostris longirostris,
ssp,Chalcophaps longirostris rogersi,
ssp,Chalcophaps longirostris sandwichensis,
species,Chalcophaps stephani,Chalcophaps stephani
ssp,Chalcophaps stephani wallacei,
ssp,Chalcophaps stephani stephani,
ssp,Chalcophaps stephani mortoni,
species,Henicophaps albifrons,Henicophaps albifrons
ssp,Henicophaps albifrons albifrons,
ssp,Henicophaps albifrons schlegeli,
species,Henicophaps foersteri,Henicophaps foersteri
species,Phaps chalcoptera,Phaps chalcoptera
ssp,,
ssp,,
ssp,,
species,Phaps elegans,Phaps elegans
ssp,Phaps elegans occidentalis,
ssp,Phaps elegans elegans,
ssp,,
species,Phaps histrionica,Phaps histrionica
ssp,,
ssp,,
species,Ocyphaps lophotes,Ocyphaps lophotes
ssp,Ocyphaps lophotes whitlocki,
ssp,Ocyphaps lophotes lophotes,
species,Geophaps plumifera,Geophaps plumifera
species,,
ssp,Geophaps plumifera ferruginea,
ssp,,
ssp,Geophaps plumifera leucogaster,
ssp,Geophaps plumifera plumifera,
species,Geophaps scripta,Geophaps scripta
ssp,Geophaps scripta peninsulae,
ssp,Geophaps scripta scripta,
species,Geophaps smithii,Geophaps smithii
ssp,Geophaps smithii blaauwi,
ssp,Geophaps smithii smithii,
species,Trugon terrestris,Trugon terrestris
ssp,Trugon terrestris leucopareia,
ssp,Trugon terrestris mayri,
ssp,Trugon terrestris terrestris,
species,Leucosarcia melanoleuca,Leucosarcia melanoleuca
species,Petrophassa rufipennis,Petrophassa rufipennis
species,Petrophassa albipennis,Petrophassa albipennis
ssp,Petrophassa albipennis albipennis,
ssp,,
ssp,Petrophassa albipennis boothi,
species,Geopelia cuneata,Geopelia cuneata
ssp,,
ssp,,
species,Geopelia striata,Geopelia striata
ssp,,
species,Geopelia placida,Geopelia placida
ssp,Geopelia placida placida,
ssp,,
ssp,Geopelia placida papua,
ssp,Geopelia placida clelandi,
species,Geopelia maugeus,Geopelia maugeus
ssp,,
ssp,,
species,Geopelia humeralis,Geopelia humeralis
ssp,Geopelia humeralis gregalis,
ssp,Geopelia humeralis headlandi,
ssp,,
ssp,Geopelia humeralis humeralis,
species,Columbina inca,Columbina inca
species,Columbina squammata,Columbina squammata
ssp,Columbina squammata ridgwayi,
ssp,Columbina squammata squammata,
species,Columbina passerina,Columbina passerina
ssp,Columbina passerina passerina,
ssp,Columbina passerina pallescens,
ssp,Columbina passerina socorroensis,
ssp,Columbina passerina neglecta,
ssp,Columbina passerina bahamensis,
ssp,Columbina passerina exigua,
ssp,Columbina passerina insularis,
ssp,Columbina passerina navassae,
ssp,,
ssp,Columbina passerina jamaicensis,
ssp,Columbina passerina portoricensis,
ssp,Columbina passerina nigrirostris,
ssp,Columbina passerina trochila,
ssp,Columbina passerina antillarum,
ssp,Columbina passerina albivitta,
ssp,Columbina passerina parvula,
ssp,Columbina passerina nana,
ssp,Columbina passerina quitensis,
ssp,Columbina passerina griseola,
species,Columbina minuta,Columbina minuta
ssp,Columbina minuta interrupta,
ssp,Columbina minuta elaeodes,
ssp,Columbina minuta minuta,
ssp,Columbina minuta amazilia,
species,Columbina buckleyi,Columbina buckleyi
ssp,,
ssp,,
species,Columbina talpacoti,Columbina talpacoti
ssp,Columbina talpacoti eluta,
ssp,Columbina talpacoti rufipennis,
ssp,Columbina talpacoti caucae,
ssp,Columbina talpacoti talpacoti,
species,Columbina picui,Columbina picui
ssp,Columbina picui strepitans,
ssp,Columbina picui picui,
species,Columbina cruziana,Columbina cruziana
species,Columbina cyanopis,Columbina cyanopis
species,Claravis pretiosa,Claravis pretiosa
species,Paraclaravis geoffroyi,Paraclaravis geoffroyi
species,Paraclaravis mondetoura,Paraclaravis mondetoura
ssp,Paraclaravis mondetoura mondetoura,
ssp,Paraclaravis mondetoura inca,
ssp,Paraclaravis mondetoura ochoterena,
ssp,Paraclaravis mondetoura pulchra,
ssp,Paraclaravis mondetoura salvini,
ssp,Paraclaravis mondetoura umbrina,
species,Metriopelia ceciliae,Metriopelia ceciliae
ssp,Metriopelia ceciliae ceciliae,
ssp,Metriopelia ceciliae obsoleta,
ssp,Metriopelia ceciliae zimmeri,
species,Metriopelia morenoi,Metriopelia morenoi
species,Metriopelia melanoptera,Metriopelia melanoptera
ssp,Metriopelia melanoptera saturatior,
ssp,Metriopelia melanoptera melanoptera,
species,Metriopelia aymara,Metriopelia aymara
species,Uropelia campestris,Uropelia campestris
ssp,,
ssp,,
species,Starnoenas cyanocephala,Starnoenas cyanocephala
species,Geotrygon purpurata,Geotrygon purpurata
ssp,,
species,Geotrygon saphirina,Geotrygon saphirina
ssp,Geotrygon saphirina saphirina,
ssp,Geotrygon saphirina rothschildi,
species,Geotrygon versicolor,Geotrygon versicolor
species,Geotrygon montana,Geotrygon montana
species,,
ssp,Geotrygon montana martinica,
ssp,Geotrygon montana montana,
species,Geotrygon violacea,Geotrygon violacea
ssp,Geotrygon violacea albiventer,
ssp,Geotrygon violacea violacea,
species,Geotrygon caniceps,Geotrygon caniceps
ssp,,
species,Geotrygon leucometopia,Geotrygon leucometopia
ssp,,
species,Geotrygon chrysia,Geotrygon chrysia
species,Geotrygon mystacea,Geotrygon mystacea
ssp,,
ssp,,
species,Leptotrygon veraguensis,Leptotrygon veraguensis
species,Leptotila verreauxi,Leptotila verreauxi
ssp,Leptotila verreauxi capitalis,
ssp,Leptotila verreauxi angelica,
ssp,Leptotila verreauxi fulviventris,
ssp,Leptotila verreauxi bangsi,
ssp,Leptotila verreauxi nuttingi,
ssp,Leptotila verreauxi verreauxi,
ssp,Leptotila verreauxi riottei,
ssp,Leptotila verreauxi zapluta,
ssp,Leptotila verreauxi tobagensis,
ssp,,
ssp,Leptotila verreauxi decolor,
ssp,Leptotila verreauxi brasiliensis,
ssp,Leptotila verreauxi approximans,
ssp,Leptotila verreauxi decipiens,
ssp,Leptotila verreauxi chalcauchenia,
species,Leptotila megalura,Leptotila megalura
ssp,,
ssp,,
species,Leptotila rufaxilla,Leptotila rufaxilla
ssp,Leptotila rufaxilla pallidipectus,
ssp,Leptotila rufaxilla dubusi,
ssp,Leptotila rufaxilla rufaxilla,
ssp,Leptotila rufaxilla hellmayri,
ssp,Leptotila rufaxilla bahiae,
ssp,Leptotila rufaxilla reichenbachii,
species,Leptotila plumbeiceps,Leptotila plumbeiceps
ssp,Leptotila plumbeiceps plumbeiceps,
ssp,,
ssp,Leptotila plumbeiceps notia,
species,Leptotila pallida,Leptotila pallida
ssp,,
species,,Leptotila battyi
ssp,Leptotila plumbeiceps malae,
ssp,Leptotila plumbeiceps battyi,
species,Leptotila wellsi,Leptotila wellsi
species,Leptotila jamaicensis,Leptotila jamaicensis
ssp,Leptotila jamaicensis collaris,
ssp,Leptotila jamaicensis gaumeri,
ssp,Leptotila jamaicensis jamaicensis,
ssp,Leptotila jamaicensis neoxena,
species,Leptotila cassinii,Leptotila cassinii
ssp,Leptotila cassinii cerviniventris,
ssp,Leptotila cassinii rufinucha,
ssp,Leptotila cassinii cassinii,
species,Leptotila ochraceiventris,Leptotila ochraceiventris
species,Leptotila conoveri,Leptotila conoveri
species,Zentrygon carrikeri,Zentrygon carrikeri
species,Zentrygon costaricensis,Zentrygon costaricensis
species,Zentrygon lawrencii,Zentrygon lawrencii
ssp,,
ssp,,
species,Zentrygon albifacies,Zentrygon albifacies
ssp,,
ssp,,
ssp,,
ssp,,
species,Zentrygon frenata,Zentrygon frenata
ssp,Zentrygon frenata bourcieri,
species,,
ssp,Zentrygon frenata erythropareia,
ssp,,
ssp,Zentrygon frenata frenata,
ssp,Zentrygon frenata margaritae,
species,Zentrygon linearis,Zentrygon linearis
ssp,Zentrygon linearis linearis,
ssp,,
ssp,Zentrygon linearis trinitatis,
ssp,,
species,Zentrygon chiriquensis,Zentrygon chiriquensis
species,Zentrygon goldmani,Zentrygon goldmani
ssp,Zentrygon goldmani oreas,
ssp,Zentrygon goldmani goldmani,
species,Ectopistes migratorius,Ectopistes migratorius
species,Zenaida macroura,Zenaida macroura
ssp,Zenaida macroura marginella,
ssp,Zenaida macroura carolinensis,
ssp,,
ssp,Zenaida macroura macroura,
ssp,Zenaida macroura clarionensis,
ssp,Zenaida macroura turturilla,
species,Zenaida graysoni,Zenaida graysoni
species,Zenaida auriculata,Zenaida auriculata
ssp,Zenaida auriculata caucae,
ssp,Zenaida auriculata antioquiae,
ssp,Zenaida auriculata pentheria,
ssp,,
ssp,Zenaida auriculata vinaceorufa,
ssp,Zenaida auriculata stenura,
ssp,Zenaida auriculata jessieae,
ssp,Zenaida auriculata marajoensis,
ssp,Zenaida auriculata noronha,
ssp,Zenaida auriculata hypoleuca,
ssp,Zenaida auriculata chrysauchenia,
ssp,Zenaida auriculata auriculata,
species,Zenaida aurita,Zenaida aurita
ssp,Zenaida aurita salvadorii,
ssp,Zenaida aurita zenaida,
ssp,Zenaida aurita aurita,
species,Zenaida galapagoensis,Zenaida galapagoensis
ssp,Zenaida galapagoensis galapagoensis,
ssp,Zenaida galapagoensis exsul,
species,Zenaida asiatica,Zenaida asiatica
ssp,Zenaida asiatica mearnsi,
ssp,Zenaida asiatica asiatica,
ssp,Zenaida asiatica australis,
species,Zenaida meloda,Zenaida meloda
ssp,,
species,Caloenas nicobarica,Caloenas nicobarica
ssp,Caloenas nicobarica nicobarica,
ssp,Caloenas nicobarica pelewensis,
species,Caloenas maculata,Caloenas maculata
species,Gallicolumba tristigmata,Gallicolumba tristigmata
ssp,Gallicolumba tristigmata tristigmata,
ssp,Gallicolumba tristigmata auripectus,
ssp,Gallicolumba tristigmata bimaculata,
species,Gallicolumba rufigula,Gallicolumba rufigula
ssp,Gallicolumba rufigula rufigula,
ssp,Gallicolumba rufigula septentrionalis,
ssp,Gallicolumba rufigula orientalis,
ssp,Gallicolumba rufigula helviventris,
ssp,Gallicolumba rufigula alaris,
species,Gallicolumba luzonica,Gallicolumba luzonica
ssp,Gallicolumba luzonica griseolateralis,
ssp,Gallicolumba luzonica luzonica,
ssp,Gallicolumba luzonica rubiventris,
species,Gallicolumba crinigera,Gallicolumba crinigera
ssp,Gallicolumba crinigera leytensis,
ssp,Gallicolumba crinigera crinigera,
ssp,Gallicolumba crinigera bartletti,
species,Gallicolumba platenae,Gallicolumba platenae
species,Gallicolumba keayi,Gallicolumba keayi
species,Gallicolumba menagei,Gallicolumba menagei
species,Alopecoenas hoedtii,Alopecoenas hoedtii
species,Alopecoenas jobiensis,Alopecoenas jobiensis
ssp,Alopecoenas jobiensis jobiensis,
ssp,Alopecoenas jobiensis chalconotus,
species,Alopecoenas kubaryi,Alopecoenas kubaryi
species,Alopecoenas erythropterus,Alopecoenas erythropterus
ssp,,
ssp,,
species,Alopecoenas xanthonurus,Alopecoenas xanthonurus
species,Alopecoenas norfolkensis,
species,Alopecoenas stairi,Alopecoenas stairi
ssp,,
ssp,,
ssp,,
species,Alopecoenas sanctaecrucis,Alopecoenas sanctaecrucis
species,Alopecoenas ferrugineus,Alopecoenas ferrugineus
species,Alopecoenas salamonis,Alopecoenas salamonis
species,Alopecoenas rubescens,Alopecoenas rubescens
species,Alopecoenas beccarii,Alopecoenas beccarii
ssp,Alopecoenas beccarii beccarii,
species,,Alopecoenas johannae
ssp,Alopecoenas beccarii johannae,
ssp,Alopecoenas beccarii eichhorni,
ssp,Alopecoenas beccarii admiralitatis,
ssp,Alopecoenas beccarii intermedius,
ssp,Alopecoenas beccarii solomonensis,
ssp,Alopecoenas beccarii masculinus,
species,Alopecoenas canifrons,Alopecoenas canifrons
species,Microgoura meeki,Microgoura meeki
species,Otidiphaps nobilis,Otidiphaps nobilis
species,,Otidiphaps aruensis
ssp,Otidiphaps nobilis aruensis,
ssp,Otidiphaps nobilis nobilis,
species,,Otidiphaps cervicalis
ssp,Otidiphaps nobilis cervicalis,
species,,Otidiphaps insularis
ssp,Otidiphaps nobilis insularis,
species,Goura cristata,Goura cristata
ssp,,
ssp,,
ssp,,
species,Goura scheepmakeri,Goura scheepmakeri
ssp,,
species,Goura sclaterii,Goura sclaterii
ssp,,
species,Goura victoria,Goura victoria
ssp,Goura victoria victoria,
ssp,Goura victoria beccarii,
species,Raphus cucullatus,Raphus cucullatus
species,Pezophaps solitaria,Pezophaps solitaria
species,Didunculus strigirostris,Didunculus strigirostris
species,Phapitreron leucotis,Phapitreron leucotis
ssp,Phapitreron leucotis leucotis,
species,,Phapitreron nigrorum
ssp,Phapitreron leucotis nigrorum,
species,,Phapitreron brevirostris
ssp,Phapitreron leucotis brevirostris,
ssp,,
ssp,Phapitreron leucotis occipitalis,
species,Phapitreron amethystinus,Phapitreron amethystinus
ssp,Phapitreron amethystinus amethystinus,
ssp,Phapitreron amethystinus imeldae,
species,,Phapitreron maculipectus
ssp,Phapitreron amethystinus maculipectus,
species,,Phapitreron frontalis
ssp,Phapitreron amethystinus frontalis,
species,Phapitreron cinereiceps,Phapitreron cinereiceps
ssp,,
species,Phapitreron brunneiceps,Phapitreron brunneiceps
ssp,,
species,Treron fulvicollis,Treron fulvicollis
ssp,Treron fulvicollis fulvicollis,
ssp,Treron fulvicollis melopogenys,
ssp,Treron fulvicollis oberholseri,
ssp,Treron fulvicollis baramensis,
species,Treron olax,Treron olax
species,Treron vernans,Treron vernans
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,,
species,Treron bicinctus,Treron bicinctus
ssp,Treron bicinctus leggei,
ssp,Treron bicinctus bicinctus,
ssp,Treron bicinctus domvilii,
ssp,Treron bicinctus javanus,
species,Treron pompadora,Treron pompadora
ssp,,
species,Treron affinis,Treron affinis
ssp,,
species,Treron phayrei,Treron phayrei
ssp,,
ssp,,
species,Treron chloropterus,Treron chloropterus
ssp,,
species,Treron axillaris,Treron axillaris
ssp,Treron axillaris amadoni,
ssp,Treron axillaris axillaris,
ssp,Treron axillaris canescens,
ssp,Treron axillaris everetti,
species,Treron aromaticus,Treron aromaticus
ssp,,
species,Treron curvirostra,Treron curvirostra
ssp,,
ssp,,
ssp,Treron curvirostra curvirostra,
ssp,,
ssp,,
ssp,,
ssp,,
ssp,Treron curvirostra hypothapsinus,
ssp,,
ssp,,
species,Treron griseicauda,Treron griseicauda
ssp,Treron griseicauda sangirensis,
ssp,Treron griseicauda wallacei,
ssp,Treron griseicauda vordermani,
ssp,,
ssp,,
ssp,Treron griseicauda griseicauda,
ssp,,
ssp,,
species,Treron teysmannii,Treron teysmannii
ssp,,
species,Treron floris,Treron floris
ssp,,
species,Treron psittaceus,Treron psittaceus
ssp,,
species,Treron capellei,Treron capellei
ssp,,
ssp,,
species,Treron phoenicopterus,Treron phoenicopterus
ssp,Treron phoenicopterus phoenicopterus,
ssp,Treron phoenicopterus chlorigaster,
ssp,Treron phoenicopterus phillipsi,
ssp,Treron phoenicopterus viridifrons,
ssp,Treron phoenicopterus annamensis,
species,Treron waalia,Treron waalia
species,Treron australis,Treron australis
ssp,Treron australis xenius,
ssp,Treron australis australis,
species,Treron griveaudi,Treron griveaudi
ssp,,
species,Treron calvus,Treron calvus
ssp,Treron calvus nudirostris,
ssp,Treron calvus sharpei,
ssp,Treron calvus calvus,
ssp,Treron calvus poensis,
ssp,Treron calvus virescens,
ssp,Treron calvus uellensis,
ssp,Treron calvus gibberifrons,
ssp,Treron calvus brevicera,
ssp,Treron calvus wakefieldii,
ssp,Treron calvus granti,
ssp,Treron calvus orientalis,
ssp,Treron calvus salvadorii,
ssp,Treron calvus ansorgei,
ssp,Treron calvus schalowi,
ssp,,
ssp,,
ssp,Treron calvus vylderi,
ssp,,
species,,Treron delalandii
ssp,Treron calvus delalandii,
species,Treron pembaensis,Treron pembaensis
species,Treron sanctithomae,Treron sanctithomae
species,Treron apicauda,Treron apicauda
ssp,Treron apicauda apicauda,
ssp,Treron apicauda laotianus,
ssp,Treron apicauda lowei,
species,Treron oxyurus,Treron oxyurus
species,Treron seimundi,Treron seimundi
ssp,Treron seimundi modestus,
ssp,Treron seimundi seimundi,
species,Treron sphenurus,Treron sphenurus
ssp,Treron sphenurus sphenurus,
ssp,,
ssp,,
ssp,Treron sphenurus robinsoni,
ssp,,
species,,
ssp,Treron sphenurus korthalsi,
species,Treron sieboldii,Treron sieboldii
ssp,Treron sieboldii sieboldii,
ssp,Treron sieboldii fopingensis,
ssp,,
ssp,Treron sieboldii murielae,
ssp,,
species,Treron formosae,Treron formosae
species,,Treron permagnus
ssp,Treron formosae permagnus,
ssp,Treron formosae medioximus,
ssp,Treron formosae formosae,
ssp,Treron formosae filipinus,
species,Ptilinopus cinctus,Ptilinopus cinctus
ssp,Ptilinopus cinctus baliensis,
ssp,Ptilinopus cinctus albocinctus,
ssp,Ptilinopus cinctus everetti,
ssp,Ptilinopus cinctus cinctus,
ssp,Ptilinopus cinctus lettiensis,
ssp,Ptilinopus cinctus ottonis,
species,Ptilinopus alligator,Ptilinopus alligator
ssp,,
species,Ptilinopus dohertyi,Ptilinopus dohertyi
species,Ptilinopus porphyreus,Ptilinopus porphyreus
species,Ptilinopus marchei,Ramphiculus marchei
species,Ptilinopus merrilli,Ramphiculus merrilli
ssp,Ptilinopus merrilli faustinoi,
ssp,Ptilinopus merrilli merrilli,
species,Ptilinopus occipitalis,Ramphiculus occipitalis
ssp,Ptilinopus occipitalis occipitalis,
ssp,Ptilinopus occipitalis incognitus,
species,Ptilinopus fischeri,Ramphiculus fischeri
ssp,Ptilinopus fischeri fischeri,
ssp,Ptilinopus fischeri centralis,
species,,Ramphiculus meridionalis
ssp,Ptilinopus fischeri meridionalis,
species,Ptilinopus jambu,Ramphiculus jambu
species,Ptilinopus subgularis,Ramphiculus subgularis
ssp,,
species,Ptilinopus epius,Ramphiculus epius
ssp,,
species,Ptilinopus mangoliensis,Ramphiculus mangoliensis
ssp,,
species,Ptilinopus leclancheri,Ramphiculus leclancheri
ssp,,
ssp,Ptilinopus leclancheri longialis,
ssp,Ptilinopus leclancheri leclancheri,
ssp,Ptilinopus leclancheri gironieri,
species,Ptilinopus bernsteinii,Megaloprepia formosa
ssp,Ptilinopus bernsteinii micrus,
ssp,Ptilinopus bernsteinii bernsteinii,
species,Ptilinopus magnificus,Megaloprepia magnifica
ssp,Ptilinopus magnificus puella,
ssp,Ptilinopus magnificus alaris,
ssp,Ptilinopus magnificus poliurus,
ssp,Ptilinopus magnificus interpositus,
ssp,Ptilinopus magnificus septentrionalis,
