eBird English Name 2018,eBird Scientific Name 2018,India Checklist Name,India Scientific Name,eBird English Name 2019,eBird Scientific Name 2019,IUCN,Schedule,CITES Appendix,CMS Appendix
Spot-winged Starling,Saroglossa spilopterus,Spot-winged Starling,Saroglossa spilopterus,Spot-winged Starling,Saroglossa spilopterus,Least Concern,Schedule-IV,,
Blue-winged Leafbird,Chloropsis cochinchinensis,Blue-winged Leafbird,Chloropsis cochinchinensis,Blue-winged Leafbird,Chloropsis cochinchinensis,Least Concern,Schedule-IV,,
Jerdon's Leafbird,Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis jerdoni,Least Concern,Schedule-IV,,
Golden-fronted Leafbird,Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis aurifrons,Least Concern,Schedule-IV,,
Orange-bellied Leafbird,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis hardwickii,Least Concern,Schedule-IV,,
Thick-billed Flowerpecker,Dicaeum agile,Thick-billed Flowerpecker,Dicaeum agile,Thick-billed Flowerpecker,Dicaeum agile,Least Concern,Schedule-IV,,
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Least Concern,Schedule-IV,,
Yellow-bellied Flowerpecker,Dicaeum melanoxanthum,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Least Concern,Schedule-IV,,
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Least Concern,Schedule-IV,,
Nilgiri Flowerpecker,Dicaeum concolor,Nilgiri Flowerpecker,Dicaeum concolor,Nilgiri Flowerpecker,Dicaeum concolor,Least Concern,Schedule-IV,,
Plain Flowerpecker,Dicaeum minullum,Plain Flowerpecker,Dicaeum minullum,Plain Flowerpecker,Dicaeum minullum,Least Concern,Schedule-IV,,
Andaman Flowerpecker,Dicaeum virescens,Andaman Flowerpecker,Dicaeum virescens,Andaman Flowerpecker,Dicaeum virescens,Least Concern,Schedule-IV,,
Fire-breasted Flowerpecker,Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum ignipectus,Least Concern,Schedule-IV,,
Scarlet-backed Flowerpecker,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Least Concern,Schedule-IV,,
Ruby-cheeked Sunbird,Chalcoparia singalensis,Ruby-cheeked Sunbird,Chalcoparia singalensis,Ruby-cheeked Sunbird,Chalcoparia singalensis,Least Concern,Schedule-IV,,
Purple-rumped Sunbird,Leptocoma zeylonica,Purple-rumped Sunbird,Leptocoma zeylonica,Purple-rumped Sunbird,Leptocoma zeylonica,Least Concern,Schedule-IV,,
Crimson-backed Sunbird,Leptocoma minima,Crimson-backed Sunbird,Leptocoma minima,Crimson-backed Sunbird,Leptocoma minima,Least Concern,Schedule-IV,,
Van Hasselt's Sunbird,Leptocoma brasiliana,Van Hasselt's Sunbird,Leptocoma brasiliana,Van Hasselt's Sunbird,Leptocoma brasiliana,Least Concern,Schedule-IV,,
Purple Sunbird,Cinnyris asiaticus,Purple Sunbird,Cinnyris asiaticus,Purple Sunbird,Cinnyris asiaticus,Least Concern,Schedule-IV,,
Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Cinnyris jugularis,Least Concern,Schedule-IV,,
Long-billed Sunbird,Cinnyris lotenius,Loten's Sunbird,Cinnyris lotenius,Loten's Sunbird,Cinnyris lotenius,Least Concern,Schedule-IV,,
Fire-tailed Sunbird,Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga ignicauda,Least Concern,Schedule-IV,,
Black-throated Sunbird,Aethopyga saturata,Black-throated Sunbird,Aethopyga saturata,Black-throated Sunbird,Aethopyga saturata,Least Concern,Schedule-IV,,
Gould's Sunbird,Aethopyga gouldiae,Mrs Gould's Sunbird,Aethopyga gouldiae,Mrs. Gould's Sunbird,Aethopyga gouldiae,Least Concern,Schedule-IV,,
Green-tailed Sunbird,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,Least Concern,Schedule-IV,,
Vigors's Sunbird,Aethopyga vigorsii,Vigors's Sunbird,Aethopyga vigorsii,Vigors's Sunbird,Aethopyga vigorsii,Least Concern,Schedule-IV,,
Crimson Sunbird,Aethopyga siparaja,Crimson Sunbird,Aethopyga siparaja,Crimson Sunbird,Aethopyga siparaja,Least Concern,Schedule-IV,,
Little Spiderhunter,Arachnothera longirostra,Little Spiderhunter,Arachnothera longirostra,Little Spiderhunter,Arachnothera longirostra,Least Concern,Schedule-IV,,
Streaked Spiderhunter,Arachnothera magna,Streaked Spiderhunter,Arachnothera magna,Streaked Spiderhunter,Arachnothera magna,Least Concern,Schedule-IV,,
Alpine Accentor,Prunella collaris,Alpine Accentor,Prunella collaris,Alpine Accentor,Prunella collaris,Least Concern,Schedule-IV,,
Himalayan Accentor,Prunella himalayana,Altai Accentor,Prunella himalayana,Altai Accentor,Prunella himalayana,Least Concern,Schedule-IV,,
Robin Accentor,Prunella rubeculoides,Robin Accentor,Prunella rubeculoides,Robin Accentor,Prunella rubeculoides,Least Concern,Schedule-IV,,
Rufous-breasted Accentor,Prunella strophiata,Rufous-breasted Accentor,Prunella strophiata,Rufous-breasted Accentor,Prunella strophiata,Least Concern,Schedule-IV,,
Brown Accentor,Prunella fulvescens,Brown Accentor,Prunella fulvescens,Brown Accentor,Prunella fulvescens,Least Concern,Schedule-IV,,
Black-throated Accentor,Prunella atrogularis,Black-throated Accentor,Prunella atrogularis,Black-throated Accentor,Prunella atrogularis,Least Concern,Schedule-IV,,
Maroon-backed Accentor,Prunella immaculata,Maroon-backed Accentor,Prunella immaculata,Maroon-backed Accentor,Prunella immaculata,Least Concern,Schedule-IV,,
Forest Wagtail,Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,Least Concern,Schedule-IV,,Appendix II
Gray Wagtail,Motacilla cinerea,Grey Wagtail,Motacilla cinerea,Gray Wagtail,Motacilla cinerea,Least Concern,Schedule-IV,,Appendix II
Western Yellow Wagtail,Motacilla flava,Western Yellow Wagtail,Motacilla flava,Western Yellow Wagtail,Motacilla flava,Least Concern,Schedule-IV,,Appendix II
Eastern Yellow Wagtail,Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Least Concern,Schedule-IV,,Appendix II
Citrine Wagtail,Motacilla citreola,Citrine Wagtail,Motacilla citreola,Citrine Wagtail,Motacilla citreola,Least Concern,Schedule-IV,,Appendix II
White-browed Wagtail,Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,Least Concern,Schedule-IV,,Appendix II
White Wagtail,Motacilla alba,White Wagtail,Motacilla alba,White Wagtail,Motacilla alba,Least Concern,Schedule-IV,,Appendix II
Richard's Pipit,Anthus richardi,Richard's Pipit,Anthus richardi,Richard's Pipit,Anthus richardi,Least Concern,Schedule-IV,,Appendix II
Paddyfield Pipit,Anthus rufulus,Paddyfield Pipit,Anthus rufulus,Paddyfield Pipit,Anthus rufulus,Least Concern,Schedule-IV,,Appendix II
Long-billed Pipit,Anthus similis,Long-billed Pipit,Anthus similis,Long-billed Pipit,Anthus similis,Least Concern,Schedule-IV,,Appendix II
Blyth's Pipit,Anthus godlewskii,Blyth's Pipit,Anthus godlewskii,Blyth's Pipit,Anthus godlewskii,Least Concern,Schedule-IV,,Appendix II
Tawny Pipit,Anthus campestris,Tawny Pipit,Anthus campestris,Tawny Pipit,Anthus campestris,Least Concern,Schedule-IV,,Appendix II
Nilgiri Pipit,Anthus nilghiriensis,Nilgiri Pipit,Anthus nilghiriensis,Nilgiri Pipit,Anthus nilghiriensis,Vulnerable,Schedule-IV,,Appendix II
Upland Pipit,Anthus sylvanus,Upland Pipit,Anthus sylvanus,Upland Pipit,Anthus sylvanus,Least Concern,Schedule-IV,,Appendix II
Rosy Pipit,Anthus roseatus,Rosy Pipit,Anthus roseatus,Rosy Pipit,Anthus roseatus,Least Concern,Schedule-IV,,Appendix II
Tree Pipit,Anthus trivialis,Tree Pipit,Anthus trivialis,Tree Pipit,Anthus trivialis,Least Concern,Schedule-IV,,Appendix II
Olive-backed Pipit,Anthus hodgsoni,Olive-backed Pipit,Anthus hodgsoni,Olive-backed Pipit,Anthus hodgsoni,Least Concern,Schedule-IV,,Appendix II
Red-throated Pipit,Anthus cervinus,Red-throated Pipit,Anthus cervinus,Red-throated Pipit,Anthus cervinus,Least Concern,Schedule-IV,,Appendix II
Water Pipit,Anthus spinoletta,Water Pipit,Anthus spinoletta,Water Pipit,Anthus spinoletta,Least Concern,Schedule-IV,,Appendix II
American Pipit,Anthus rubescens,Buff-bellied Pipit,Anthus rubescens,American Pipit,Anthus rubescens,Least Concern,Schedule-IV,,Appendix II
Spotted Elachura,Elachura formosa,Spotted Elachura,Elachura formosa,Spotted Elachura,Elachura formosa,Least Concern,Schedule-IV,,
Bohemian Waxwing,Bombycilla garrulus,Bohemian Waxwing,Bombycilla garrulus,Bohemian Waxwing,Bombycilla garrulus,Least Concern,Schedule-IV,,
Hypocolius,Hypocolius ampelinus,Grey Hypocolius,Hypocolius ampelinus,Hypocolius,Hypocolius ampelinus,Least Concern,Schedule-IV,,
Common Chaffinch,Fringilla coelebs,Common Chaffinch,Fringilla coelebs,Common Chaffinch,Fringilla coelebs,Least Concern,Schedule-IV,,
Brambling,Fringilla montifringilla,Brambling,Fringilla montifringilla,Brambling,Fringilla montifringilla,Least Concern,Schedule-IV,,
Black-and-yellow Grosbeak,Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,Least Concern,Schedule-IV,,
Collared Grosbeak,Mycerobas affinis,Collared Grosbeak,Mycerobas affinis,Collared Grosbeak,Mycerobas affinis,Least Concern,Schedule-IV,,
Spot-winged Grosbeak,Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,Least Concern,Schedule-IV,,
White-winged Grosbeak,Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,Least Concern,Schedule-IV,,
Hawfinch,Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,Least Concern,Schedule-IV,,
Common Rosefinch,Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,Least Concern,Schedule-IV,,
Scarlet Finch,Carpodacus sipahi,Scarlet Finch,Carpodacus sipahi,Scarlet Finch,Carpodacus sipahi,Least Concern,Schedule-IV,,
Blyth's Rosefinch,Carpodacus grandis,Blyth's Rosefinch,Carpodacus grandis,Blyth's Rosefinch,Carpodacus grandis,Least Concern,Schedule-IV,,
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Least Concern,Schedule-IV,,
Pink-rumped Rosefinch,Carpodacus waltoni,Pink-rumped Rosefinch,Carpodacus waltoni,Pink-rumped Rosefinch,Carpodacus waltoni,Least Concern,Schedule-IV,,
Dark-rumped Rosefinch,Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus edwardsii,Least Concern,Schedule-IV,,
Pink-browed Rosefinch,Carpodacus rodochroa,Pink-browed Rosefinch,Carpodacus rodochroa,Pink-browed Rosefinch,Carpodacus rodochroa,Least Concern,Schedule-IV,,
Spot-winged Rosefinch,Carpodacus rodopeplus,Spot-winged Rosefinch,Carpodacus rodopeplus,Spot-winged Rosefinch,Carpodacus rodopeplus,Least Concern,Schedule-IV,,
Vinaceous Rosefinch,Carpodacus vinaceus,Vinaceous Rosefinch,Carpodacus vinaceus,Vinaceous Rosefinch,Carpodacus vinaceus,Least Concern,Schedule-IV,,
Pale Rosefinch,Carpodacus stoliczkae,Pale Rosefinch,Carpodacus stoliczkae,Pale Rosefinch,Carpodacus stoliczkae,Least Concern,Schedule-IV,,
Sillem's Rosefinch,Carpodacus sillemi,Sillem's Rosefinch,Carpodacus sillemi,Sillem's Rosefinch,Carpodacus sillemi,Data Deficient,Schedule-IV,,
Streaked Rosefinch,Carpodacus rubicilloides,Streaked Rosefinch,Carpodacus rubicilloides,Streaked Rosefinch,Carpodacus rubicilloides,Least Concern,Schedule-IV,,
Great Rosefinch,Carpodacus rubicilla,Great Rosefinch,Carpodacus rubicilla,Great Rosefinch,Carpodacus rubicilla,Least Concern,Schedule-IV,,
Red-fronted Rosefinch,Carpodacus puniceus,Red-fronted Rosefinch,Carpodacus puniceus,Red-fronted Rosefinch,Carpodacus puniceus,Least Concern,Schedule-IV,,
Crimson-browed Finch,Carpodacus subhimachalus,Crimson-browed Finch,Carpodacus subhimachalus,Crimson-browed Finch,Carpodacus subhimachalus,Least Concern,Schedule-IV,,
Himalayan White-browed Rosefinch,Carpodacus thura,Himalayan White-browed Rosefinch,Carpodacus thura,Himalayan White-browed Rosefinch,Carpodacus thura,Least Concern,Schedule-IV,,
Chinese White-browed Rosefinch,Carpodacus dubius,Chinese White-browed Rosefinch,Carpodacus dubius,Chinese White-browed Rosefinch,Carpodacus dubius,Least Concern,Schedule-IV,,
Brown Bullfinch,Pyrrhula nipalensis,Brown Bullfinch,Pyrrhula nipalensis,Brown Bullfinch,Pyrrhula nipalensis,Least Concern,Schedule-IV,,
Orange Bullfinch,Pyrrhula aurantiaca,Orange Bullfinch,Pyrrhula aurantiaca,Orange Bullfinch,Pyrrhula aurantiaca,Least Concern,Schedule-IV,,
Red-headed Bullfinch,Pyrrhula erythrocephala,Red-headed Bullfinch,Pyrrhula erythrocephala,Red-headed Bullfinch,Pyrrhula erythrocephala,Least Concern,Schedule-IV,,
Gray-headed Bullfinch,Pyrrhula erythaca,Grey-headed Bullfinch,Pyrrhula erythaca,Gray-headed Bullfinch,Pyrrhula erythaca,Least Concern,Schedule-IV,,
Crimson-winged Finch,Rhodopechys sanguineus,Crimson-winged Finch,Rhodopechys sanguineus,Crimson-winged Finch,Rhodopechys sanguineus,Least Concern,Schedule-IV,,
Trumpeter Finch,Bucanetes githagineus,Trumpeter Finch,Bucanetes githagineus,Trumpeter Finch,Bucanetes githagineus,Least Concern,Schedule-IV,,
Mongolian Finch,Bucanetes mongolicus,Mongolian Finch,Bucanetes mongolicus,Mongolian Finch,Bucanetes mongolicus,Least Concern,Schedule-IV,,
Blanford's Rosefinch,Agraphospiza rubescens,Blanford's Rosefinch,Agraphospiza rubescens,Blanford's Rosefinch,Agraphospiza rubescens,Least Concern,Schedule-IV,,
Gold-naped Finch,Pyrrhoplectes epauletta,Gold-naped Finch,Pyrrhoplectes epauletta,Gold-naped Finch,Pyrrhoplectes epauletta,Least Concern,Schedule-IV,,
Spectacled Finch,Callacanthis burtoni,Spectacled Finch,Callacanthis burtoni,Spectacled Finch,Callacanthis burtoni,Least Concern,Schedule-IV,,
Dark-breasted Rosefinch,Procarduelis nipalensis,Dark-breasted Rosefinch,Procarduelis nipalensis,Dark-breasted Rosefinch,Procarduelis nipalensis,Least Concern,Schedule-IV,,
Plain Mountain-Finch,Leucosticte nemoricola,Plain Mountain Finch,Leucosticte nemoricola,Plain Mountain-Finch,Leucosticte nemoricola,Least Concern,Schedule-IV,,
Black-headed Mountain-Finch,Leucosticte brandti,Brandt's Mountain Finch,Leucosticte brandti,Black-headed Mountain-Finch,Leucosticte brandti,Least Concern,Schedule-IV,,
Desert Finch,Rhodospiza obsoleta,Desert Finch,Rhodospiza obsoleta,Desert Finch,Rhodospiza obsoleta,Least Concern,Schedule-IV,,
Yellow-breasted Greenfinch,Chloris spinoides,Yellow-breasted Greenfinch,Chloris spinoides,Yellow-breasted Greenfinch,Chloris spinoides,Least Concern,Schedule-IV,,
Black-headed Greenfinch,Chloris ambigua,Black-headed Greenfinch,Chloris ambigua,Black-headed Greenfinch,Chloris ambigua,Least Concern,Schedule-IV,,
Twite,Linaria flavirostris,Twite,Linaria flavirostris,Twite,Linaria flavirostris,Least Concern,Schedule-IV,,
Eurasian Linnet,Linaria cannabina,Common Linnet,Linaria cannabina,Eurasian Linnet,Linaria cannabina,Least Concern,Schedule-IV,,
Red Crossbill,Loxia curvirostra,Red Crossbill,Loxia curvirostra,Red Crossbill,Loxia curvirostra,Least Concern,Schedule-IV,,
European Goldfinch,Carduelis carduelis,European Goldfinch,Carduelis carduelis,European Goldfinch,Carduelis carduelis,Least Concern,Schedule-IV,,
Fire-fronted Serin,Serinus pusillus,Fire-fronted Serin,Serinus pusillus,Fire-fronted Serin,Serinus pusillus,Least Concern,Schedule-IV,,
Tibetan Serin,Spinus thibetanus,Tibetan Siskin,Spinus thibetanus,Tibetan Serin,Spinus thibetanus,Least Concern,Schedule-IV,,
Eurasian Siskin,Spinus spinus,Eurasian Siskin,Spinus spinus,Eurasian Siskin,Spinus spinus,Least Concern,Schedule-IV,,
Crested Bunting,Emberiza lathami,Crested Bunting,Emberiza lathami,Crested Bunting,Emberiza lathami,Least Concern,Schedule-IV,,
Black-headed Bunting,Emberiza melanocephala,Black-headed Bunting,Emberiza melanocephala,Black-headed Bunting,Emberiza melanocephala,Least Concern,Schedule-IV,,
Red-headed Bunting,Emberiza bruniceps,Red-headed Bunting,Emberiza bruniceps,Red-headed Bunting,Emberiza bruniceps,Least Concern,Schedule-IV,,
Chestnut-eared Bunting,Emberiza fucata,Chestnut-eared Bunting,Emberiza fucata,Chestnut-eared Bunting,Emberiza fucata,Least Concern,Schedule-IV,,
Rock Bunting,Emberiza cia,Rock Bunting,Emberiza cia,Rock Bunting,Emberiza cia,Least Concern,Schedule-IV,,
Godlewski's Bunting,Emberiza godlewskii,Godlewski's Bunting,Emberiza godlewskii,Godlewski's Bunting,Emberiza godlewskii,Least Concern,Schedule-IV,,
Chestnut-breasted Bunting,Emberiza stewarti,White-capped Bunting,Emberiza stewarti,White-capped Bunting,Emberiza stewarti,Least Concern,Schedule-IV,,
Yellowhammer,Emberiza citrinella,Yellowhammer,Emberiza citrinella,Yellowhammer,Emberiza citrinella,Least Concern,Schedule-IV,,
Pine Bunting,Emberiza leucocephalos,Pine Bunting,Emberiza leucocephalos,Pine Bunting,Emberiza leucocephalos,Least Concern,Schedule-IV,,
Gray-necked Bunting,Emberiza buchanani,Grey-necked Bunting,Emberiza buchanani,Gray-necked Bunting,Emberiza buchanani,Least Concern,Schedule-IV,,
Ortolan Bunting,Emberiza hortulana,Ortolan Bunting,Emberiza hortulana,Ortolan Bunting,Emberiza hortulana,Least Concern,Schedule-IV,,
Striolated Bunting,Emberiza striolata,Striolated Bunting,Emberiza striolata,Striolated Bunting,Emberiza striolata,Least Concern,Schedule-IV,,
Reed Bunting,Emberiza schoeniclus,Eurasian Reed Bunting,Emberiza schoeniclus,Reed Bunting,Emberiza schoeniclus,Least Concern,Schedule-IV,,
Yellow-breasted Bunting,Emberiza aureola,Yellow-breasted Bunting,Emberiza aureola,Yellow-breasted Bunting,Emberiza aureola,Critically Endangered,Schedule-IV,,Appendix I
Little Bunting,Emberiza pusilla,Little Bunting,Emberiza pusilla,Little Bunting,Emberiza pusilla,Least Concern,Schedule-IV,,
Black-faced Bunting,Emberiza spodocephala,Black-faced Bunting,Emberiza spodocephala,Black-faced Bunting,Emberiza spodocephala,Least Concern,Schedule-IV,,
Chestnut Bunting,Emberiza rutila,Chestnut Bunting,Emberiza rutila,Chestnut Bunting,Emberiza rutila,Least Concern,Schedule-IV,,
Yellow-browed Bunting,Emberiza chrysophrys,Yellow-browed Bunting,Emberiza chrysophrys,Yellow-browed Bunting,Emberiza chrysophrys,Least Concern,Schedule-IV,,
Tristram's Bunting,Emberiza tristrami,Tristram's Bunting,Emberiza tristrami,Tristram's Bunting,Emberiza tristrami,Least Concern,Schedule-IV,,
House Sparrow,Passer domesticus,House Sparrow,Passer domesticus,House Sparrow,Passer domesticus,Least Concern,Schedule-IV,,
Spanish Sparrow,Passer hispaniolensis,Spanish Sparrow,Passer hispaniolensis,Spanish Sparrow,Passer hispaniolensis,Least Concern,Schedule-IV,,
Sind Sparrow,Passer pyrrhonotus,Sind Sparrow,Passer pyrrhonotus,Sind Sparrow,Passer pyrrhonotus,Least Concern,Schedule-IV,,
Russet Sparrow,Passer cinnamomeus,Russet Sparrow,Passer cinnamomeus,Russet Sparrow,Passer cinnamomeus,Least Concern,Schedule-IV,,
Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Passer montanus,Least Concern,Schedule-IV,,
Chestnut-shouldered Petronia,Gymnornis xanthocollis,Yellow-throated Sparrow,Gymnoris xanthocollis,Yellow-throated Sparrow,Gymnoris xanthocollis,Least Concern,Schedule-IV,,
Rock Sparrow,Petronia petronia,Eurasian Rock Sparrow,Petronia petronia,Rock Sparrow,Petronia petronia,Least Concern,Schedule-IV,,
Pale Rockfinch,Carpospiza brachydactyla,Pale Rock Sparrow,Carpospiza brachydactyla,Pale Rockfinch,Carpospiza brachydactyla,Least Concern,Schedule-IV,,
Black-winged Snowfinch,Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,Least Concern,Schedule-IV,,
White-rumped Snowfinch,Montifringilla taczanowskii,White-rumped Snowfinch,Onychostruthus taczanowskii,White-rumped Snowfinch,Montifringilla taczanowskii,Least Concern,Schedule-IV,,
